Name,Year,Tenure,Percent_of_population_in_borough
Ealing,2012,Rented.from.Private.landlord,28.5
Enfield,2012,Rented.from.Private.landlord,27.9
Greenwich,2012,Rented.from.Private.landlord,19.8
Hackney,2012,Rented.from.Private.landlord,25
Hammersmith and Fulham,2012,Rented.from.Private.landlord,29.5
Haringey,2012,Rented.from.Private.landlord,35
Harrow,2012,Rented.from.Private.landlord,33.6
Havering,2012,Rented.from.Private.landlord,11
Hillingdon,2012,Rented.from.Private.landlord,22.8
Hounslow,2012,Rented.from.Private.landlord,29.1
Islington,2012,Rented.from.Private.landlord,27.2
Kensington and Chelsea,2012,Rented.from.Private.landlord,29.3
Kingston upon Thames,2012,Rented.from.Private.landlord,22.9
Lambeth,2012,Rented.from.Private.landlord,23.9
Lewisham,2012,Rented.from.Private.landlord,21
Merton,2012,Rented.from.Private.landlord,22.8
Newham,2012,Rented.from.Private.landlord,39.8
Redbridge,2012,Rented.from.Private.landlord,30.3
Richmond upon Thames,2012,Rented.from.Private.landlord,19.6
Southwark,2012,Rented.from.Private.landlord,24.4
Sutton,2012,Rented.from.Private.landlord,14.3
Tower Hamlets,2012,Rented.from.Private.landlord,34.9
Waltham Forest,2012,Rented.from.Private.landlord,26.2
Wandsworth,2012,Rented.from.Private.landlord,32.8
Westminster,2012,Rented.from.Private.landlord,38.5
Inner London,2012,Rented.from.Private.landlord,29.9
Outer London,2012,Rented.from.Private.landlord,24.3
North East,2012,Rented.from.Private.landlord,15.5
North West,2012,Rented.from.Private.landlord,16
Yorkshire and The Humber,2012,Rented.from.Private.landlord,17.8
East Midlands,2012,Rented.from.Private.landlord,18
West Midlands,2012,Rented.from.Private.landlord,17
East of England,2012,Rented.from.Private.landlord,16.5
London,2012,Rented.from.Private.landlord,26.6
South East,2012,Rented.from.Private.landlord,17.6
South West,2012,Rented.from.Private.landlord,17.6
Wales,2012,Rented.from.Private.landlord,15.8
Scotland,2012,Rented.from.Private.landlord,13.4
Northern Ireland,2012,Rented.from.Private.landlord,18.2
UK,2012,Rented.from.Private.landlord,18.1
City of London,2011,Rented.from.Private.landlord,-
Barking and Dagenham,2011,Rented.from.Private.landlord,23
Barnet,2011,Rented.from.Private.landlord,30.7
Bexley,2011,Rented.from.Private.landlord,13.4
Brent,2011,Rented.from.Private.landlord,35.1
Bromley,2011,Rented.from.Private.landlord,13.7
Camden,2011,Rented.from.Private.landlord,26.5
Croydon,2011,Rented.from.Private.landlord,25.7
Ealing,2011,Rented.from.Private.landlord,28.5
Enfield,2011,Rented.from.Private.landlord,27.9
Greenwich,2011,Rented.from.Private.landlord,19.8
Hackney,2011,Rented.from.Private.landlord,25
Hammersmith and Fulham,2011,Rented.from.Private.landlord,29.5
Haringey,2011,Rented.from.Private.landlord,35
Harrow,2011,Rented.from.Private.landlord,33.6
Havering,2011,Rented.from.Private.landlord,11
Hillingdon,2011,Rented.from.Private.landlord,22.8
Hounslow,2011,Rented.from.Private.landlord,29.1
Islington,2011,Rented.from.Private.landlord,27.2
Kensington and Chelsea,2011,Rented.from.Private.landlord,29.3
Kingston upon Thames,2011,Rented.from.Private.landlord,22.9
Lambeth,2011,Rented.from.Private.landlord,23.9
Lewisham,2011,Rented.from.Private.landlord,21
Merton,2011,Rented.from.Private.landlord,22.8
Newham,2011,Rented.from.Private.landlord,39.8
Redbridge,2011,Rented.from.Private.landlord,30.3
Richmond upon Thames,2011,Rented.from.Private.landlord,19.6
Southwark,2011,Rented.from.Private.landlord,24.4
Sutton,2011,Rented.from.Private.landlord,14.3
Tower Hamlets,2011,Rented.from.Private.landlord,34.9
Waltham Forest,2011,Rented.from.Private.landlord,26.2
Wandsworth,2011,Rented.from.Private.landlord,32.8
Westminster,2011,Rented.from.Private.landlord,38.5
Inner London,2011,Rented.from.Private.landlord,29.9
Outer London,2011,Rented.from.Private.landlord,24.3
North East,2011,Rented.from.Private.landlord,15.5
North West,2011,Rented.from.Private.landlord,16
Yorkshire and The Humber,2011,Rented.from.Private.landlord,17.8
East Midlands,2011,Rented.from.Private.landlord,18
West Midlands,2011,Rented.from.Private.landlord,17
East of England,2011,Rented.from.Private.landlord,16.5
London,2011,Rented.from.Private.landlord,26.6
South East,2011,Rented.from.Private.landlord,17.6
South West,2011,Rented.from.Private.landlord,17.6
Wales,2011,Rented.from.Private.landlord,15.8
Scotland,2011,Rented.from.Private.landlord,13.4
Northern Ireland,2011,Rented.from.Private.landlord,18.2
UK,2011,Rented.from.Private.landlord,18.1
City of London,2010,Rented.from.Private.landlord,-
Barking and Dagenham,2010,Rented.from.Private.landlord,23
Barnet,2010,Rented.from.Private.landlord,30.7
Bexley,2010,Rented.from.Private.landlord,13.4
Brent,2010,Rented.from.Private.landlord,35.1
Bromley,2010,Rented.from.Private.landlord,13.7
Camden,2010,Rented.from.Private.landlord,26.5
Croydon,2010,Rented.from.Private.landlord,25.7
Ealing,2010,Rented.from.Private.landlord,28.5
Enfield,2010,Rented.from.Private.landlord,27.9
Greenwich,2010,Rented.from.Private.landlord,19.8
Hackney,2010,Rented.from.Private.landlord,25
Hammersmith and Fulham,2010,Rented.from.Private.landlord,29.5
Haringey,2010,Rented.from.Private.landlord,35
Harrow,2010,Rented.from.Private.landlord,33.6
Havering,2010,Rented.from.Private.landlord,11
Hillingdon,2010,Rented.from.Private.landlord,22.8
Hounslow,2010,Rented.from.Private.landlord,29.1
Islington,2010,Rented.from.Private.landlord,27.2
Kensington and Chelsea,2010,Rented.from.Private.landlord,29.3
Kingston upon Thames,2010,Rented.from.Private.landlord,22.9
Lambeth,2010,Rented.from.Private.landlord,23.9
Lewisham,2010,Rented.from.Private.landlord,21
Merton,2010,Rented.from.Private.landlord,22.8
Newham,2010,Rented.from.Private.landlord,39.8
Redbridge,2010,Rented.from.Private.landlord,30.3
Richmond upon Thames,2010,Rented.from.Private.landlord,19.6
Southwark,2010,Rented.from.Private.landlord,24.4
Sutton,2010,Rented.from.Private.landlord,14.3
Tower Hamlets,2010,Rented.from.Private.landlord,34.9
Waltham Forest,2010,Rented.from.Private.landlord,26.2
Wandsworth,2010,Rented.from.Private.landlord,32.8
Westminster,2010,Rented.from.Private.landlord,38.5
Inner London,2010,Rented.from.Private.landlord,29.9
Outer London,2010,Rented.from.Private.landlord,24.3
North East,2010,Rented.from.Private.landlord,15.5
North West,2010,Rented.from.Private.landlord,16
Yorkshire and The Humber,2010,Rented.from.Private.landlord,17.8
East Midlands,2010,Rented.from.Private.landlord,18
West Midlands,2010,Rented.from.Private.landlord,17
East of England,2010,Rented.from.Private.landlord,16.5
London,2010,Rented.from.Private.landlord,26.6
South East,2010,Rented.from.Private.landlord,17.6
South West,2010,Rented.from.Private.landlord,17.6
Wales,2010,Rented.from.Private.landlord,15.8
Scotland,2010,Rented.from.Private.landlord,13.4
Northern Ireland,2010,Rented.from.Private.landlord,18.2
UK,2010,Rented.from.Private.landlord,18.1
City of London,2009,Rented.from.Private.landlord,-
Barking and Dagenham,2009,Rented.from.Private.landlord,23
Barnet,2009,Rented.from.Private.landlord,30.7
Bexley,2009,Rented.from.Private.landlord,13.4
Brent,2009,Rented.from.Private.landlord,35.1
Bromley,2009,Rented.from.Private.landlord,13.7
Camden,2009,Rented.from.Private.landlord,26.5
Croydon,2009,Rented.from.Private.landlord,25.7
Ealing,2009,Rented.from.Private.landlord,28.5
Enfield,2009,Rented.from.Private.landlord,27.9
Greenwich,2009,Rented.from.Private.landlord,19.8
Hackney,2009,Rented.from.Private.landlord,25
Hammersmith and Fulham,2009,Rented.from.Private.landlord,29.5
Haringey,2009,Rented.from.Private.landlord,35
Harrow,2009,Rented.from.Private.landlord,33.6
Havering,2009,Rented.from.Private.landlord,11
Hillingdon,2009,Rented.from.Private.landlord,22.8
Hounslow,2009,Rented.from.Private.landlord,29.1
Islington,2009,Rented.from.Private.landlord,27.2
Kensington and Chelsea,2009,Rented.from.Private.landlord,29.3
Kingston upon Thames,2009,Rented.from.Private.landlord,22.9
Lambeth,2009,Rented.from.Private.landlord,23.9
Lewisham,2009,Rented.from.Private.landlord,21
Merton,2009,Rented.from.Private.landlord,22.8
Newham,2009,Rented.from.Private.landlord,39.8
Redbridge,2009,Rented.from.Private.landlord,30.3
Richmond upon Thames,2009,Rented.from.Private.landlord,19.6
Southwark,2009,Rented.from.Private.landlord,24.4
Sutton,2009,Rented.from.Private.landlord,14.3
Tower Hamlets,2009,Rented.from.Private.landlord,34.9
Waltham Forest,2009,Rented.from.Private.landlord,26.2
Wandsworth,2009,Rented.from.Private.landlord,32.8
Westminster,2009,Rented.from.Private.landlord,38.5
Inner London,2009,Rented.from.Private.landlord,29.9
Outer London,2009,Rented.from.Private.landlord,24.3
North East,2009,Rented.from.Private.landlord,15.5
North West,2009,Rented.from.Private.landlord,16
Yorkshire and The Humber,2009,Rented.from.Private.landlord,17.8
East Midlands,2009,Rented.from.Private.landlord,18
West Midlands,2009,Rented.from.Private.landlord,17
East of England,2009,Rented.from.Private.landlord,16.5
London,2009,Rented.from.Private.landlord,26.6
South East,2009,Rented.from.Private.landlord,17.6
South West,2009,Rented.from.Private.landlord,17.6
Wales,2009,Rented.from.Private.landlord,15.8
Scotland,2009,Rented.from.Private.landlord,13.4
Northern Ireland,2009,Rented.from.Private.landlord,18.2
UK,2009,Rented.from.Private.landlord,18.1
City of London,2008,Rented.from.Private.landlord,-
Barking and Dagenham,2008,Rented.from.Private.landlord,23
Barnet,2008,Rented.from.Private.landlord,30.7
Bexley,2008,Rented.from.Private.landlord,13.4
Brent,2008,Rented.from.Private.landlord,35.1
Bromley,2008,Rented.from.Private.landlord,13.7
Camden,2008,Rented.from.Private.landlord,26.5
Croydon,2008,Rented.from.Private.landlord,25.7
Ealing,2008,Rented.from.Private.landlord,28.5
Enfield,2008,Rented.from.Private.landlord,27.9
Greenwich,2008,Rented.from.Private.landlord,19.8
Hackney,2008,Rented.from.Private.landlord,25
Hammersmith and Fulham,2008,Rented.from.Private.landlord,29.5
Haringey,2008,Rented.from.Private.landlord,35
Harrow,2008,Rented.from.Private.landlord,33.6
Havering,2008,Rented.from.Private.landlord,11
Hillingdon,2008,Rented.from.Private.landlord,22.8
Hounslow,2008,Rented.from.Private.landlord,29.1
Islington,2008,Rented.from.Private.landlord,27.2
Kensington and Chelsea,2008,Rented.from.Private.landlord,29.3
Kingston upon Thames,2008,Rented.from.Private.landlord,22.9
Lambeth,2008,Rented.from.Private.landlord,23.9
Lewisham,2008,Rented.from.Private.landlord,21
Merton,2008,Rented.from.Private.landlord,22.8
Newham,2008,Rented.from.Private.landlord,39.8
Redbridge,2008,Rented.from.Private.landlord,30.3
Richmond upon Thames,2008,Rented.from.Private.landlord,19.6
Southwark,2008,Rented.from.Private.landlord,24.4
Sutton,2008,Rented.from.Private.landlord,14.3
Tower Hamlets,2008,Rented.from.Private.landlord,34.9
Waltham Forest,2008,Rented.from.Private.landlord,26.2
Wandsworth,2008,Rented.from.Private.landlord,32.8
Westminster,2008,Rented.from.Private.landlord,38.5
Inner London,2008,Rented.from.Private.landlord,29.9
Outer London,2008,Rented.from.Private.landlord,24.3
North East,2008,Rented.from.Private.landlord,15.5
North West,2008,Rented.from.Private.landlord,16
Yorkshire and The Humber,2008,Rented.from.Private.landlord,17.8
East Midlands,2008,Rented.from.Private.landlord,18
West Midlands,2008,Rented.from.Private.landlord,17
East of England,2008,Rented.from.Private.landlord,16.5
London,2008,Rented.from.Private.landlord,26.6
South East,2008,Rented.from.Private.landlord,17.6
South West,2008,Rented.from.Private.landlord,17.6
Wales,2008,Rented.from.Private.landlord,15.8
Scotland,2008,Rented.from.Private.landlord,13.4
Northern Ireland,2008,Rented.from.Private.landlord,18.2
UK,2008,Rented.from.Private.landlord,18.1
City of London,2007,Rented.from.Private.landlord,-
Barking and Dagenham,2007,Rented.from.Private.landlord,23
Barnet,2007,Rented.from.Private.landlord,30.7
Bexley,2007,Rented.from.Private.landlord,13.4
Brent,2007,Rented.from.Private.landlord,35.1
Bromley,2007,Rented.from.Private.landlord,13.7
Camden,2007,Rented.from.Private.landlord,26.5
Croydon,2007,Rented.from.Private.landlord,25.7
Ealing,2007,Rented.from.Private.landlord,28.5
Enfield,2007,Rented.from.Private.landlord,27.9
Greenwich,2007,Rented.from.Private.landlord,19.8
Hackney,2007,Rented.from.Private.landlord,25
Hammersmith and Fulham,2007,Rented.from.Private.landlord,29.5
Haringey,2007,Rented.from.Private.landlord,35
Harrow,2007,Rented.from.Private.landlord,33.6
Havering,2007,Rented.from.Private.landlord,11
Hillingdon,2007,Rented.from.Private.landlord,22.8
Hounslow,2007,Rented.from.Private.landlord,29.1
Islington,2007,Rented.from.Private.landlord,27.2
Kensington and Chelsea,2007,Rented.from.Private.landlord,29.3
Kingston upon Thames,2007,Rented.from.Private.landlord,22.9
Lambeth,2007,Rented.from.Private.landlord,23.9
Lewisham,2007,Rented.from.Private.landlord,21
Merton,2007,Rented.from.Private.landlord,22.8
Newham,2007,Rented.from.Private.landlord,39.8
Redbridge,2007,Rented.from.Private.landlord,30.3
Richmond upon Thames,2007,Rented.from.Private.landlord,19.6
Southwark,2007,Rented.from.Private.landlord,24.4
Sutton,2007,Rented.from.Private.landlord,14.3
Tower Hamlets,2007,Rented.from.Private.landlord,34.9
Waltham Forest,2007,Rented.from.Private.landlord,26.2
Wandsworth,2007,Rented.from.Private.landlord,32.8
Westminster,2007,Rented.from.Private.landlord,38.5
Inner London,2007,Rented.from.Private.landlord,29.9
Outer London,2007,Rented.from.Private.landlord,24.3
North East,2007,Rented.from.Private.landlord,15.5
North West,2007,Rented.from.Private.landlord,16
Yorkshire and The Humber,2007,Rented.from.Private.landlord,17.8
East Midlands,2007,Rented.from.Private.landlord,18
West Midlands,2007,Rented.from.Private.landlord,17
East of England,2007,Rented.from.Private.landlord,16.5
London,2007,Rented.from.Private.landlord,26.6
South East,2007,Rented.from.Private.landlord,17.6
South West,2007,Rented.from.Private.landlord,17.6
Wales,2007,Rented.from.Private.landlord,15.8
Scotland,2007,Rented.from.Private.landlord,13.4
Northern Ireland,2007,Rented.from.Private.landlord,18.2
UK,2007,Rented.from.Private.landlord,18.1
City of London,2006,Rented.from.Private.landlord,-
Barking and Dagenham,2006,Rented.from.Private.landlord,23
Barnet,2006,Rented.from.Private.landlord,30.7
Bexley,2006,Rented.from.Private.landlord,13.4
Brent,2006,Rented.from.Private.landlord,35.1
Bromley,2006,Rented.from.Private.landlord,13.7
Camden,2006,Rented.from.Private.landlord,26.5
Croydon,2006,Rented.from.Private.landlord,25.7
Ealing,2006,Rented.from.Private.landlord,28.5
Enfield,2006,Rented.from.Private.landlord,27.9
Greenwich,2006,Rented.from.Private.landlord,19.8
Hackney,2006,Rented.from.Private.landlord,25
Hammersmith and Fulham,2006,Rented.from.Private.landlord,29.5
Haringey,2006,Rented.from.Private.landlord,35
Harrow,2006,Rented.from.Private.landlord,33.6
Havering,2006,Rented.from.Private.landlord,11
Hillingdon,2006,Rented.from.Private.landlord,22.8
Hounslow,2006,Rented.from.Private.landlord,29.1
Islington,2006,Rented.from.Private.landlord,27.2
Kensington and Chelsea,2006,Rented.from.Private.landlord,29.3
Kingston upon Thames,2006,Rented.from.Private.landlord,22.9
Lambeth,2006,Rented.from.Private.landlord,23.9
Lewisham,2006,Rented.from.Private.landlord,21
Merton,2006,Rented.from.Private.landlord,22.8
Newham,2006,Rented.from.Private.landlord,39.8
Redbridge,2006,Rented.from.Private.landlord,30.3
Richmond upon Thames,2006,Rented.from.Private.landlord,19.6
Southwark,2006,Rented.from.Private.landlord,24.4
Sutton,2006,Rented.from.Private.landlord,14.3
Tower Hamlets,2006,Rented.from.Private.landlord,34.9
Waltham Forest,2006,Rented.from.Private.landlord,26.2
Wandsworth,2006,Rented.from.Private.landlord,32.8
Westminster,2006,Rented.from.Private.landlord,38.5
Inner London,2006,Rented.from.Private.landlord,29.9
Outer London,2006,Rented.from.Private.landlord,24.3
North East,2006,Rented.from.Private.landlord,15.5
North West,2006,Rented.from.Private.landlord,16
Yorkshire and The Humber,2006,Rented.from.Private.landlord,17.8
East Midlands,2006,Rented.from.Private.landlord,18
West Midlands,2006,Rented.from.Private.landlord,17
East of England,2006,Rented.from.Private.landlord,16.5
London,2006,Rented.from.Private.landlord,26.6
South East,2006,Rented.from.Private.landlord,17.6
South West,2006,Rented.from.Private.landlord,17.6
Wales,2006,Rented.from.Private.landlord,15.8
Scotland,2006,Rented.from.Private.landlord,13.4
Northern Ireland,2006,Rented.from.Private.landlord,18.2
UK,2006,Rented.from.Private.landlord,18.1
